start station latitude,start station longitude,end station latitude,end station longitude
40.7489006,-73.97604882,40.74854862,-73.98808416
40.76030096,-73.99884222,40.71450451,-74.00562789
40.68539567,-73.97431458,40.75001986,-73.96905301
40.73652889,-74.00618026,40.7403432,-73.98955109
40.749156,-73.9916,40.74096374,-73.98602213
40.74691959,-74.00451887,40.7451677,-73.98683077
40.7652654,-73.98192338,40.75510267,-73.97498696
40.7403432,-73.98955109,40.751551,-73.993934
40.68764484,-73.96968902,40.68691865,-73.976682
40.72580614,-73.97422494,40.72229346,-73.99147535
40.752416,-73.97837,40.75038009,-73.98338988
40.76370739,-73.9851615,40.75510267,-73.97498696
40.714215,-73.981346,40.76095756,-73.96724467
40.72580614,-73.97422494,40.752416,-73.97837
40.73028666,-73.9907647,40.724399,-74.004704
40.72953837,-73.98426726,40.75299641,-73.98721619
40.73781509,-73.99994661,40.71473993,-74.00910627
40.72955361,-73.98057249,40.7423543,-73.98915076
40.71286844,-73.95698119,40.72243797,-74.00566443
40.73935542,-73.99931783,40.74173969,-73.99415556
40.75097711,-73.98765428,40.75714758,-73.97207836
40.7643971,-73.97371465,40.75038009,-73.98338988
40.73028666,-73.9907647,40.71450451,-74.00562789
40.7451677,-73.98683077,40.7568001,-73.98291153
40.74971775,-74.00295035,40.74734825,-73.99723551
40.72710258,-74.00297088,40.74487634,-73.99529885
40.72019576,-73.98997825,40.7568001,-73.98291153
40.71269042,-73.98776323,40.70355377,-74.00670227
40.75320159,-73.9779874,40.74444921,-73.98303529
40.75513557,-73.98658032,40.75645824,-73.99372222
40.75466591,-73.99138152,40.74177603,-74.00149746
40.76227205,-73.98788205,40.752416,-73.97837
40.71219906,-73.97948148,40.70905623,-74.01043382
40.7489006,-73.97604882,40.75455731,-73.96592976
40.751396,-74.005226,40.7568001,-73.98291153
40.714215,-73.981346,40.75934501,-73.96759673
40.74147286,-73.98320928,40.7489006,-73.97604882
40.7489006,-73.97604882,40.76095756,-73.96724467
40.770513,-73.988038,40.75645824,-73.99372222
40.71754834,-74.01322069,40.76341379,-73.99667444
40.707873,-74.00167,40.70569254,-74.01677685
40.70122128,-74.01234218,40.70862144,-74.00722156
40.72456089,-73.99565293,40.73901691,-74.00263761
40.70823502,-74.00530063,40.70122128,-74.01234218
40.7153379,-74.01658354,40.701907,-74.013942
40.76064679,-73.98442659,40.73901691,-74.00263761
40.75510267,-73.97498696,40.76095756,-73.96724467
40.74177603,-74.00149746,40.739323,-74.008119
40.75320159,-73.9779874,40.7423543,-73.98915076
40.71910537,-73.99973337,40.70955958,-74.00653609
40.71450451,-74.00562789,40.70463334,-74.01361706
40.7568001,-73.98291153,40.75934501,-73.96759673
40.74025878,-73.98409214,40.75097711,-73.98765428
40.7172274,-73.98802084,40.72490985,-74.00154702
40.74238787,-73.99726235,40.74173969,-73.99415556
40.76020258,-73.96478473,40.752416,-73.97837
40.74901271,-73.98848395,40.7568001,-73.98291153
40.70569254,-74.01677685,40.7149787,-74.013012
40.71782143,-73.97628939,40.714215,-73.981346
40.73912601,-73.97973776,40.74290902,-73.97706058
40.71307916,-73.99851193,40.73704984,-73.99009296
40.72710258,-74.00297088,40.74901271,-73.98848395
40.72743423,-73.99379025,40.72243797,-74.00566443
40.72229346,-73.99147535,40.748238,-73.978311
40.76344058,-73.98268129,40.75299641,-73.98721619
40.73649403,-73.99704374,40.73901691,-74.00263761
40.71622644,-73.98261206,40.7462009,-73.98855723
40.75206862,-73.96784384,40.76064679,-73.98442659
40.72110063,-73.9919254,40.72710258,-74.00297088
40.68528172,-73.97805813,40.72229346,-73.99147535
40.71146364,-74.00552427,40.7149787,-74.013012
40.751551,-73.993934,40.73172428,-74.00674436
40.75640548,-73.9900262,40.7606597,-73.98042047
40.75044999,-73.99481051,40.75513557,-73.98658032
40.68528172,-73.97805813,40.69788349,-73.97350332
40.73028666,-73.9907647,40.74334935,-74.00681753
40.72521311,-73.97768752,40.73649403,-73.99704374
40.752416,-73.97837,40.73492695,-73.99200509
40.724399,-74.004704,40.746745,-74.007756
40.76020258,-73.96478473,40.74317449,-74.00366443
40.75022392,-73.97121414,40.75172632,-73.98753523
40.75044999,-73.99481051,40.75066386,-74.00176802
40.71893904,-73.99266288,40.71910537,-73.99973337
40.69178232,-73.97372989,40.70255088,-73.98940236
40.6845683,-73.95881081,40.68382604,-73.97632328
40.748238,-73.978311,40.74395411,-73.99144871
40.7454973,-74.00197139,40.74971775,-74.00295035
40.73524276,-73.98758561,40.74395411,-73.99144871
40.73028666,-73.9907647,40.73038599,-74.00214988
40.735238,-74.000271,40.74177603,-74.00149746
40.74025878,-73.98409214,40.74238787,-73.99726235
40.74487634,-73.99529885,40.75066386,-74.00176802
40.74177603,-74.00149746,40.75466591,-73.99138152
40.7361967,-74.00859207,40.701907,-74.013942
40.72243797,-74.00566443,40.746745,-74.007756
40.75645824,-73.99372222,40.73172428,-74.00674436
40.68317813,-73.9659641,40.68382604,-73.97632328
40.75323098,-73.97032517,40.734232,-73.986923
40.74177603,-74.00149746,40.7451677,-73.98683077
40.73704984,-73.99009296,40.73028666,-73.9907647
40.73781509,-73.99994661,40.73704984,-73.99009296
40.72405549,-74.00965965,40.71542197,-74.01121978
40.71602118,-73.99974372,40.7047177,-74.00926027
40.7462009,-73.98855723,40.752416,-73.97837
40.7218158,-73.99720307,40.74334935,-74.00681753
40.74144387,-73.97536082,40.7597108,-73.97402311
40.70827295,-73.96834101,40.710451,-73.960876
40.72955361,-73.98057249,40.73492695,-73.99200509
40.74206539,-74.00443172,40.71911552,-74.00666661
40.71307916,-73.99851193,40.71336124,-74.00937622
40.73261787,-73.99158043,40.701907,-74.013942
40.72873888,-74.00748842,40.76087502,-74.00277668
40.76695317,-73.98169333,40.7423543,-73.98915076
40.7405826,-74.00550867,40.73331967,-73.99510132
40.75044999,-73.99481051,40.74317449,-74.00366443
40.75455731,-73.96592976,40.72953837,-73.98426726
40.739445,-73.976806,40.75828065,-73.97069431
40.717571,-74.005549,40.701907,-74.013942
40.749156,-73.9916,40.7457121,-73.98194829
40.75255434,-73.97282625,40.73587678,-73.98205027
40.69246277,-73.98963911,40.69610226,-73.96751037
40.73223272,-73.98889957,40.72521311,-73.97768752
40.71286844,-73.95698119,40.71625008,-74.0091059
40.736502,-73.97809472,40.7403432,-73.98955109
40.72903917,-73.99404649,40.74144387,-73.97536082
40.72317958,-73.99480012,40.74444921,-73.98303529
40.74144387,-73.97536082,40.74444921,-73.98303529
40.73454567,-73.99074142,40.73649403,-73.99704374
40.73935542,-73.99931783,40.73535398,-74.00483091
40.70530954,-74.00612572,40.72490985,-74.00154702
40.69236178,-73.98631746,40.68900443,-73.96023854
40.69474881,-73.98362464,40.69383,-73.990539
40.75510267,-73.97498696,40.75640548,-73.9900262
40.71117416,-74.00016545,40.72917025,-73.99810231
40.70530954,-74.00612572,40.72917025,-73.99810231
40.75019995,-73.99093085,40.76590936,-73.97634151
40.7153379,-74.01658354,40.70717936,-74.00887308
40.752416,-73.97837,40.74147286,-73.98320928
40.68807003,-73.98410637,40.68807003,-73.98410637
40.752141,-73.979782,40.7462009,-73.98855723
40.749156,-73.9916,40.734232,-73.986923
40.76087502,-74.00277668,40.74487634,-73.99529885
40.73221853,-73.98165557,40.74144387,-73.97536082
40.75992262,-73.97648516,40.761628,-73.972924
40.7462009,-73.98855723,40.74901271,-73.98848395
40.7546011,-73.97187886,40.75466591,-73.99138152
40.73049393,-73.9957214,40.73223272,-73.98889957
40.71559509,-73.9870295,40.71427487,-73.98990025
40.73331967,-73.99510132,40.74444921,-73.98303529
40.7405826,-74.00550867,40.72502876,-73.99069656
40.749156,-73.9916,40.70823502,-74.00530063
40.72405549,-74.00965965,40.71911552,-74.00666661
40.75038009,-73.98338988,40.73704984,-73.99009296
40.75640548,-73.9900262,40.73314259,-73.97573881
40.70365182,-74.01167797,40.7153379,-74.01658354
40.69766564,-73.98476437,40.73704984,-73.99009296
40.73047747,-73.99906065,40.71910537,-73.99973337
40.73704984,-73.99009296,40.73704984,-73.99009296
40.73492695,-73.99200509,40.72165481,-74.00234737
40.71910537,-73.99973337,40.7262807,-73.98978041
40.71269042,-73.98776323,40.746647,-73.993915
40.72453734,-73.98185424,40.710451,-73.960876
40.71427487,-73.98990025,40.71939226,-74.00247214
40.73901691,-74.00263761,40.7454973,-74.00197139
40.73971301,-73.99456405,40.73587678,-73.98205027
40.73028666,-73.9907647,40.73971301,-73.99456405
40.73226398,-73.99852205,40.73261787,-73.99158043
40.70834698,-74.01713445,40.7361967,-74.00859207
40.74901271,-73.98848395,40.7451677,-73.98683077
40.75929124,-73.98859651,40.74206539,-74.00443172
40.72317958,-73.99480012,40.73172428,-74.00674436
40.71542197,-74.01121978,40.74177603,-74.00149746
40.75510267,-73.97498696,40.76064679,-73.98442659
40.739323,-74.008119,40.73535398,-74.00483091
40.71748752,-74.0104554,40.71602118,-73.99974372
40.72917025,-73.99810231,40.728145,-73.990214
40.71782143,-73.97628939,40.71729,-73.996375
40.74144387,-73.97536082,40.74395411,-73.99144871
40.72953837,-73.98426726,40.75714758,-73.97207836
40.75640548,-73.9900262,40.74691959,-74.00451887
40.752416,-73.97837,40.73224119,-74.00026394
40.71146364,-74.00552427,40.71542197,-74.01121978
40.76095756,-73.96724467,40.73454567,-73.99074142
40.74487634,-73.99529885,40.76030096,-73.99884222
40.70569254,-74.01677685,40.771522,-73.990541
40.6906495,-73.95643107,40.68940747,-73.96885458
40.744219,-73.97121214,40.7568001,-73.98291153
40.74765947,-73.98490707,40.7403432,-73.98955109
40.7172274,-73.98802084,40.71406667,-73.99293911
40.746647,-73.993915,40.75660359,-73.9979009
40.74334935,-74.00681753,40.771522,-73.990541
40.74487634,-73.99529885,40.71911552,-74.00666661
40.72502876,-73.99069656,40.72873888,-74.00748842
40.74901271,-73.98848395,40.75206231,-73.9816324
40.7462009,-73.98855723,40.73704984,-73.99009296
40.75172632,-73.98753523,40.75044999,-73.99481051
40.74765947,-73.98490707,40.73049393,-73.9957214
40.72917025,-73.99810231,40.72679454,-73.99695094
40.74177603,-74.00149746,40.74691959,-74.00451887
40.71494807,-74.00234482,40.71494807,-74.00234482
40.73401143,-74.00293877,40.7423543,-73.98915076
40.748238,-73.978311,40.76009437,-73.99461843
40.69597683,-73.99014892,40.69766564,-73.98476437
40.771522,-73.990541,40.76087502,-74.00277668
40.72955361,-73.98057249,40.739445,-73.976806
40.7454973,-74.00197139,40.75044999,-73.99481051
40.72165481,-74.00234737,40.71291224,-74.01020234
40.7457121,-73.98194829,40.75019995,-73.99093085
40.72066442,-73.98517977,40.72743423,-73.99379025
40.73649403,-73.99704374,40.74238787,-73.99726235
40.72019576,-73.98997825,40.73291553,-74.00711384
40.710451,-73.960876,40.73028666,-73.9907647
40.72317958,-73.99480012,40.73028666,-73.9907647
40.68926942,-73.98912867,40.68807003,-73.98410637
40.73492695,-73.99200509,40.73047309,-73.98672378
40.72217444,-73.98368779,40.72955361,-73.98057249
40.7423543,-73.98915076,40.72679454,-73.99695094
40.73028666,-73.9907647,40.71494807,-74.00234482
40.749156,-73.9916,40.74173969,-73.99415556
40.71534825,-73.96024116,40.70827295,-73.96834101
40.69610226,-73.96751037,40.69236178,-73.98631746
40.72710258,-74.00297088,40.72453734,-73.98185424
40.7454973,-74.00197139,40.75044999,-73.99481051
40.7597108,-73.97402311,40.7575699,-73.99098507
40.75206231,-73.9816324,40.72502876,-73.99069656
40.68926942,-73.98912867,40.68223166,-73.9614583
40.76590936,-73.97634151,40.76590936,-73.97634151
40.72873888,-74.00748842,40.73291553,-74.00711384
40.71605866,-73.99190759,40.70706456,-74.00731853
40.71473993,-74.00910627,40.71939226,-74.00247214
40.73535398,-74.00483091,40.73971301,-73.99456405
40.73223272,-73.98889957,40.73971301,-73.99456405
40.75022392,-73.97121414,40.72110063,-73.9919254
40.736502,-73.97809472,40.71219906,-73.97948148
40.71273266,-74.0046073,40.695065,-73.987167
40.76915505,-73.98191841,40.768254,-73.988639
40.73704984,-73.99009296,40.73971301,-73.99456405
40.71625008,-74.0091059,40.72043411,-74.01020609
40.75968085,-73.97031366,40.7546011,-73.97187886
40.73971301,-73.99456405,40.73226398,-73.99852205
40.76064679,-73.98442659,40.75320159,-73.9779874
40.73261787,-73.99158043,40.7262807,-73.98978041
40.73912601,-73.97973776,40.74395411,-73.99144871
40.76087502,-74.00277668,40.73291553,-74.00711384
40.751396,-74.005226,40.74691959,-74.00451887
40.74290902,-73.97706058,40.734232,-73.986923
40.70905623,-74.01043382,40.71494807,-74.00234482
40.7423543,-73.98915076,40.73587678,-73.98205027
40.7462009,-73.98855723,40.749156,-73.9916
40.7014851,-73.98656928,40.69165183,-73.9999786
40.72467721,-73.98783413,40.73028666,-73.9907647
40.746647,-73.993915,40.746647,-73.993915
40.73704984,-73.99009296,40.72453734,-73.98185424
40.76590936,-73.97634151,40.76915505,-73.98191841
40.75206231,-73.9816324,40.74780373,-73.9734419
40.76727216,-73.99392888,40.761628,-73.972924
40.70255065,-74.0127234,40.7208736,-73.98085795
40.71427487,-73.98990025,40.73454567,-73.99074142
40.74173969,-73.99415556,40.74394314,-73.97966069
40.72456089,-73.99565293,40.75797322,-73.96603308
40.770513,-73.988038,40.76695317,-73.98169333
40.73038599,-74.00214988,40.72299208,-73.97995466
40.76020258,-73.96478473,40.76087502,-74.00277668
40.74195138,-74.00803013,40.701907,-74.013942
40.75206231,-73.9816324,40.7454973,-74.00197139
40.689888,-73.981013,40.6845683,-73.95881081
40.7575699,-73.99098507,40.74444921,-73.98303529
40.73587678,-73.98205027,40.75044999,-73.99481051
40.75299641,-73.98721619,40.72299208,-73.97995466
40.76340613,-73.97722479,40.76584941,-73.98690506
40.75206231,-73.9816324,40.74475148,-73.99915362
40.76915505,-73.98191841,40.76915505,-73.98191841
40.74487634,-73.99529885,40.749156,-73.9916
40.76227205,-73.98788205,40.74691959,-74.00451887
40.7153379,-74.01658354,40.71625008,-74.0091059
40.74734825,-73.99723551,40.751551,-73.993934
40.70463334,-74.01361706,40.71307916,-73.99851193
40.72938685,-73.97772429,40.73028666,-73.9907647
40.75849116,-73.95920622,40.75455731,-73.96592976
40.73649403,-73.99704374,40.72710258,-74.00297088
40.69246277,-73.98963911,40.70255088,-73.98940236
40.7153379,-74.01658354,40.73038599,-74.00214988
40.74487634,-73.99529885,40.73401143,-74.00293877
40.76269882,-73.99301222,40.75022392,-73.97121414
40.74901271,-73.98848395,40.75640548,-73.9900262
40.751551,-73.993934,40.76340613,-73.97722479
40.711512,-74.015756,40.711512,-74.015756
40.74173969,-73.99415556,40.75097711,-73.98765428
40.689888,-73.981013,40.68650065,-73.96563307
40.76344058,-73.98268129,40.76915505,-73.98191841
40.76340613,-73.97722479,40.76584941,-73.98690506
40.7047177,-74.00926027,40.72228087,-73.97668709
40.75714758,-73.97207836,40.7597108,-73.97402311
40.71473993,-74.00910627,40.73038599,-74.00214988
40.7454973,-74.00197139,40.72621788,-73.98379855
40.76340613,-73.97722479,40.75640548,-73.9900262
40.74334935,-74.00681753,40.73652889,-74.00618026
40.73587678,-73.98205027,40.73704984,-73.99009296
40.74394314,-73.97966069,40.74144387,-73.97536082
40.72938685,-73.97772429,40.72229346,-73.99147535
40.75097711,-73.98765428,40.7546011,-73.97187886
40.74147286,-73.98320928,40.752416,-73.97837
40.72953837,-73.98426726,40.73492695,-73.99200509
40.74334935,-74.00681753,40.73454567,-73.99074142
40.76915505,-73.98191841,40.75797322,-73.96603308
40.76590936,-73.97634151,40.76590936,-73.97634151
40.73047747,-73.99906065,40.746647,-73.993915
40.695065,-73.987167,40.68312489,-73.97895137
40.76228826,-73.98336183,40.73038599,-74.00214988
40.73587678,-73.98205027,40.6906495,-73.95643107
40.75466591,-73.99138152,40.73935542,-73.99931783
40.7423543,-73.98915076,40.73587678,-73.98205027
40.7361967,-74.00859207,40.701907,-74.013942
40.74334935,-74.00681753,40.76019252,-73.9912551
40.76590936,-73.97634151,40.76590936,-73.97634151
40.72243797,-74.00566443,40.73028666,-73.9907647
40.73649403,-73.99704374,40.74901271,-73.98848395
40.724399,-74.004704,40.724399,-74.004704
40.73261787,-73.99158043,40.73172428,-74.00674436
40.70569254,-74.01677685,40.7153379,-74.01658354
40.7284186,-73.98713956,40.75510267,-73.97498696
40.75038009,-73.98338988,40.74317449,-74.00366443
40.75019995,-73.99093085,40.75594159,-74.0021163
40.74173969,-73.99415556,40.73704984,-73.99009296
40.72743423,-73.99379025,40.72521311,-73.97768752
40.710451,-73.960876,40.7172274,-73.98802084
40.76695317,-73.98169333,40.76695317,-73.98169333
40.76087502,-74.00277668,40.74195138,-74.00803013
40.75828065,-73.97069431,40.75255434,-73.97282625
40.736502,-73.97809472,40.70122128,-74.01234218
40.70905623,-74.01043382,40.70530954,-74.00612572
40.76344058,-73.98268129,40.76695317,-73.98169333
40.7262807,-73.98978041,40.72019576,-73.98997825
40.73726186,-73.99238967,40.713126,-73.984844
40.70224,-73.982578,40.70255088,-73.98940236
40.76695317,-73.98169333,40.73492695,-73.99200509
40.73028666,-73.9907647,40.71782143,-73.97628939
40.75513557,-73.98658032,40.751551,-73.993934
40.689888,-73.981013,40.69178232,-73.97372989
40.74177603,-74.00149746,40.76227205,-73.98788205
40.75594159,-74.0021163,40.76009437,-73.99461843
40.71273266,-74.0046073,40.70717936,-74.00887308
40.68807003,-73.98410637,40.68312489,-73.97895137
40.71427487,-73.98990025,40.714215,-73.981346
40.735238,-74.000271,40.73291553,-74.00711384
40.71273266,-74.0046073,40.722055,-73.989111
40.7405826,-74.00550867,40.72066442,-73.98517977
40.735238,-74.000271,40.73291553,-74.00711384
40.7403432,-73.98955109,40.75640548,-73.9900262
40.749156,-73.9916,40.74206539,-74.00443172
40.71939226,-74.00247214,40.71748752,-74.0104554
40.717571,-74.005549,40.73049393,-73.9957214
40.75466591,-73.99138152,40.74345335,-74.00004031
40.74487634,-73.99529885,40.74177603,-74.00149746
40.74334935,-74.00681753,40.752416,-73.97837
40.70706456,-74.00731853,40.72019576,-73.98997825
40.746647,-73.993915,40.7423543,-73.98915076
40.69239502,-73.99337909,40.68216564,-73.95399026
40.72456089,-73.99565293,40.71534825,-73.96024116
40.70834698,-74.01713445,40.7149787,-74.013012
40.72938685,-73.97772429,40.73726186,-73.99238967
40.72521311,-73.97768752,40.72953837,-73.98426726
40.7218158,-73.99720307,40.74394314,-73.97966069
40.73524276,-73.98758561,40.75044999,-73.99481051
40.7489006,-73.97604882,40.7403432,-73.98955109
40.73049393,-73.9957214,40.73492695,-73.99200509
40.73704984,-73.99009296,40.73649403,-73.99704374
40.76064679,-73.98442659,40.76695317,-73.98169333
40.71559509,-73.9870295,40.71406667,-73.99293911
40.74290902,-73.97706058,40.752141,-73.979782
40.746647,-73.993915,40.752416,-73.97837
40.71748752,-74.0104554,40.771522,-73.990541
40.751551,-73.993934,40.75594159,-74.0021163
40.71291224,-74.01020234,40.75455731,-73.96592976
40.73781509,-73.99994661,40.72456089,-73.99565293
40.75019995,-73.99093085,40.76009437,-73.99461843
40.72243797,-74.00566443,40.75645824,-73.99372222
40.70706456,-74.00731853,40.7218158,-73.99720307
40.71754834,-74.01322069,40.74195138,-74.00803013
40.74173969,-73.99415556,40.7454973,-74.00197139
40.73224119,-74.00026394,40.73224119,-74.00026394
40.75206231,-73.9816324,40.7489006,-73.97604882
40.73416059,-73.98024289,40.74147286,-73.98320928
40.74444921,-73.98303529,40.75466591,-73.99138152
40.710451,-73.960876,40.73781509,-73.99994661
40.75022392,-73.97121414,40.73524276,-73.98758561
40.7218158,-73.99720307,40.73047747,-73.99906065
40.74854862,-73.98808416,40.72938685,-73.97772429
40.7457121,-73.98194829,40.72165481,-74.00234737
40.7500727,-73.99839279,40.74206539,-74.00443172
40.717571,-74.005549,40.71939226,-74.00247214
40.74195138,-74.00803013,40.73492695,-73.99200509
40.74691959,-74.00451887,40.74173969,-73.99415556
40.73726186,-73.99238967,40.7405826,-74.00550867
40.711512,-74.015756,40.76030096,-73.99884222
40.71911552,-74.00666661,40.771522,-73.990541
40.76461837,-73.98789473,40.74475148,-73.99915362
40.72066442,-73.98517977,40.7284186,-73.98713956
40.75645824,-73.99372222,40.74971775,-74.00295035
40.72110063,-73.9919254,40.7172274,-73.98802084
40.75044999,-73.99481051,40.76584941,-73.98690506
40.74475148,-73.99915362,40.75466591,-73.99138152
40.74290902,-73.97706058,40.749156,-73.9916
40.73047747,-73.99906065,40.72710258,-74.00297088
40.76019252,-73.9912551,40.72679454,-73.99695094
40.72938685,-73.97772429,40.744219,-73.97121214
40.73221853,-73.98165557,40.736502,-73.97809472
40.75206231,-73.9816324,40.7423543,-73.98915076
40.73524276,-73.98758561,40.73314259,-73.97573881
40.70834698,-74.01713445,40.74173969,-73.99415556
40.74854862,-73.98808416,40.75038009,-73.98338988
40.73291553,-74.00711384,40.73454567,-73.99074142
40.74395411,-73.99144871,40.74238787,-73.99726235
40.75645824,-73.99372222,40.7454973,-74.00197139
40.73704984,-73.99009296,40.74901271,-73.98848395
40.71427487,-73.98990025,40.71413089,-73.9970468
40.75640548,-73.9900262,40.73535398,-74.00483091
40.75097711,-73.98765428,40.74394314,-73.97966069
40.73704984,-73.99009296,40.73224119,-74.00026394
40.73226398,-73.99852205,40.74395411,-73.99144871
40.74177603,-74.00149746,40.751551,-73.993934
40.73047309,-73.98672378,40.71413089,-73.9970468
40.7403432,-73.98955109,40.7014851,-73.98656928
40.69221589,-73.9842844,40.68539567,-73.97431458
40.74334935,-74.00681753,40.746745,-74.007756
40.72317958,-73.99480012,40.71260486,-73.96264403
40.7454973,-74.00197139,40.71427487,-73.98990025
40.73726186,-73.99238967,40.73524276,-73.98758561
40.74971775,-74.00295035,40.74147286,-73.98320928
40.76590936,-73.97634151,40.751551,-73.993934
40.7153379,-74.01658354,40.76087502,-74.00277668
40.7457121,-73.98194829,40.7457121,-73.98194829
40.73649403,-73.99704374,40.73781509,-73.99994661
40.72740794,-73.98142006,40.73028666,-73.9907647
40.7361967,-74.00859207,40.75466591,-73.99138152
40.739323,-74.008119,40.73971301,-73.99456405
40.744219,-73.97121214,40.75849116,-73.95920622
40.72917025,-73.99810231,40.73492695,-73.99200509
40.7284186,-73.98713956,40.74238787,-73.99726235
40.73223272,-73.98889957,40.7546011,-73.97187886
40.68528172,-73.97805813,40.68753406,-73.97265183
40.73726186,-73.99238967,40.7284186,-73.98713956
40.76009437,-73.99461843,40.75929124,-73.98859651
40.76344058,-73.98268129,40.76019252,-73.9912551
40.752416,-73.97837,40.7284186,-73.98713956
40.75044999,-73.99481051,40.73935542,-73.99931783
40.74345335,-74.00004031,40.75320159,-73.9779874
40.74765947,-73.98490707,40.73935542,-73.99931783
40.7405826,-74.00550867,40.73652889,-74.00618026
40.72502876,-73.99069656,40.7208736,-73.98085795
40.71559509,-73.9870295,40.74173969,-73.99415556
40.75299641,-73.98721619,40.74394314,-73.97966069
40.74290902,-73.97706058,40.73047309,-73.98672378
40.73172428,-74.00674436,40.72405549,-74.00965965
40.76227205,-73.98788205,40.76030096,-73.99884222
